,image_address,image_name,name,type1,type2
89,archives.bulbagarden.net/media/upload/thumb/d/d4/0075Graveler.png/140px-0075Graveler.png,Graveler.png,Graveler,Rock,Ground
90,archives.bulbagarden.net/media/upload/thumb/0/05/0075Graveler-Alola.png/140px-0075Graveler-Alola.png,Graveler-Alola.png,Graveler-Alola,Rock,Electric
91,archives.bulbagarden.net/media/upload/thumb/3/38/0076Golem.png/140px-0076Golem.png,Golem.png,Golem,Rock,Ground
92,archives.bulbagarden.net/media/upload/thumb/9/9e/0076Golem-Alola.png/140px-0076Golem-Alola.png,Golem-Alola.png,Golem-Alola,Rock,Electric
93,archives.bulbagarden.net/media/upload/thumb/c/c0/0077Ponyta.png/140px-0077Ponyta.png,Ponyta.png,Ponyta,Fire,
94,archives.bulbagarden.net/media/upload/thumb/9/93/0077Ponyta-Galar.png/140px-0077Ponyta-Galar.png,Ponyta-Galar.png,Ponyta-Galar,Psychic,
95,archives.bulbagarden.net/media/upload/thumb/a/a9/0078Rapidash.png/140px-0078Rapidash.png,Rapidash.png,Rapidash,Fire,
96,archives.bulbagarden.net/media/upload/thumb/f/f2/0078Rapidash-Galar.png/140px-0078Rapidash-Galar.png,Rapidash-Galar.png,Rapidash-Galar,Psychic,Fairy
97,archives.bulbagarden.net/media/upload/thumb/1/19/0079Slowpoke.png/140px-0079Slowpoke.png,Slowpoke.png,Slowpoke,Water,Psychic
98,archives.bulbagarden.net/media/upload/thumb/e/e5/0079Slowpoke-Galar.png/140px-0079Slowpoke-Galar.png,Slowpoke-Galar.png,Slowpoke-Galar,Psychic,
99,archives.bulbagarden.net/media/upload/thumb/a/a3/0080Slowbro.png/140px-0080Slowbro.png,Slowbro.png,Slowbro,Water,Psychic
100,archives.bulbagarden.net/media/upload/thumb/b/b3/0080Slowbro-Galar.png/140px-0080Slowbro-Galar.png,Slowbro-Galar.png,Slowbro-Galar,Poison,Psychic
101,archives.bulbagarden.net/media/upload/thumb/a/a2/0081Magnemite.png/140px-0081Magnemite.png,Magnemite.png,Magnemite,Electric,Steel
102,archives.bulbagarden.net/media/upload/thumb/d/d9/0082Magneton.png/140px-0082Magneton.png,Magneton.png,Magneton,Electric,Steel
103,archives.bulbagarden.net/media/upload/thumb/9/99/0083Farfetch%27d.png/140px-0083Farfetch%27d.png,Farfetch%d.png,Farfetch%d,Normal,Flying
104,archives.bulbagarden.net/media/upload/thumb/d/d1/0083Farfetch%27d-Galar.png/140px-0083Farfetch%27d-Galar.png,Farfetch%d-Galar.png,Farfetch%d-Galar,Fighting,
105,archives.bulbagarden.net/media/upload/thumb/b/b9/0084Doduo.png/140px-0084Doduo.png,Doduo.png,Doduo,Normal,Flying
106,archives.bulbagarden.net/media/upload/thumb/9/97/0085Dodrio.png/140px-0085Dodrio.png,Dodrio.png,Dodrio,Normal,Flying
107,archives.bulbagarden.net/media/upload/thumb/2/22/0086Seel.png/140px-0086Seel.png,Seel.png,Seel,Water,
108,archives.bulbagarden.net/media/upload/thumb/2/2b/0087Dewgong.png/140px-0087Dewgong.png,Dewgong.png,Dewgong,Water,Ice
109,archives.bulbagarden.net/media/upload/thumb/e/eb/0088Grimer.png/140px-0088Grimer.png,Grimer.png,Grimer,Poison,
110,archives.bulbagarden.net/media/upload/thumb/2/24/0088Grimer-Alola.png/140px-0088Grimer-Alola.png,Grimer-Alola.png,Grimer-Alola,Poison,Dark
111,archives.bulbagarden.net/media/upload/thumb/4/41/0089Muk.png/140px-0089Muk.png,Muk.png,Muk,Poison,
112,archives.bulbagarden.net/media/upload/thumb/8/8c/0089Muk-Alola.png/140px-0089Muk-Alola.png,Muk-Alola.png,Muk-Alola,Poison,Dark
113,archives.bulbagarden.net/media/upload/thumb/3/3e/0090Shellder.png/140px-0090Shellder.png,Shellder.png,Shellder,Water,
114,archives.bulbagarden.net/media/upload/thumb/9/90/0091Cloyster.png/140px-0091Cloyster.png,Cloyster.png,Cloyster,Water,Ice
115,archives.bulbagarden.net/media/upload/thumb/c/c2/0092Gastly.png/140px-0092Gastly.png,Gastly.png,Gastly,Ghost,Poison
116,archives.bulbagarden.net/media/upload/thumb/d/d1/0093Haunter.png/140px-0093Haunter.png,Haunter.png,Haunter,Ghost,Poison
117,archives.bulbagarden.net/media/upload/thumb/4/47/0094Gengar.png/140px-0094Gengar.png,Gengar.png,Gengar,Ghost,Poison
118,archives.bulbagarden.net/media/upload/thumb/b/b7/0095Onix.png/140px-0095Onix.png,Onix.png,Onix,Rock,Ground
119,archives.bulbagarden.net/media/upload/thumb/e/e4/0096Drowzee.png/140px-0096Drowzee.png,Drowzee.png,Drowzee,Psychic,
120,archives.bulbagarden.net/media/upload/thumb/4/4c/0097Hypno.png/140px-0097Hypno.png,Hypno.png,Hypno,Psychic,
121,archives.bulbagarden.net/media/upload/thumb/e/ed/0098Krabby.png/140px-0098Krabby.png,Krabby.png,Krabby,Water,
122,archives.bulbagarden.net/media/upload/thumb/a/ae/0099Kingler.png/140px-0099Kingler.png,Kingler.png,Kingler,Water,
123,archives.bulbagarden.net/media/upload/thumb/5/55/0100Voltorb.png/140px-0100Voltorb.png,Voltorb.png,Voltorb,Electric,
124,archives.bulbagarden.net/media/upload/thumb/f/fc/0100Voltorb-Hisui.png/140px-0100Voltorb-Hisui.png,Voltorb-Hisui.png,Voltorb-Hisui,Electric,Grass
125,archives.bulbagarden.net/media/upload/thumb/d/db/0101Electrode.png/140px-0101Electrode.png,Electrode.png,Electrode,Electric,
126,archives.bulbagarden.net/media/upload/thumb/b/be/0101Electrode-Hisui.png/140px-0101Electrode-Hisui.png,Electrode-Hisui.png,Electrode-Hisui,Electric,Grass
127,archives.bulbagarden.net/media/upload/thumb/6/60/0102Exeggcute.png/140px-0102Exeggcute.png,Exeggcute.png,Exeggcute,Grass,Psychic
128,archives.bulbagarden.net/media/upload/thumb/a/ae/0103Exeggutor.png/140px-0103Exeggutor.png,Exeggutor.png,Exeggutor,Grass,Psychic
129,archives.bulbagarden.net/media/upload/thumb/9/94/0103Exeggutor-Alola.png/140px-0103Exeggutor-Alola.png,Exeggutor-Alola.png,Exeggutor-Alola,Grass,Dragon
130,archives.bulbagarden.net/media/upload/thumb/1/19/0104Cubone.png/140px-0104Cubone.png,Cubone.png,Cubone,Ground,
131,archives.bulbagarden.net/media/upload/thumb/a/a1/0105Marowak.png/140px-0105Marowak.png,Marowak.png,Marowak,Ground,
132,archives.bulbagarden.net/media/upload/thumb/f/f2/0105Marowak-Alola.png/140px-0105Marowak-Alola.png,Marowak-Alola.png,Marowak-Alola,Fire,Ghost
133,archives.bulbagarden.net/media/upload/thumb/0/00/0106Hitmonlee.png/140px-0106Hitmonlee.png,Hitmonlee.png,Hitmonlee,Fighting,
134,archives.bulbagarden.net/media/upload/thumb/c/c0/0107Hitmonchan.png/140px-0107Hitmonchan.png,Hitmonchan.png,Hitmonchan,Fighting,
135,archives.bulbagarden.net/media/upload/thumb/f/f2/0108Lickitung.png/140px-0108Lickitung.png,Lickitung.png,Lickitung,Normal,
136,archives.bulbagarden.net/media/upload/thumb/1/16/0109Koffing.png/140px-0109Koffing.png,Koffing.png,Koffing,Poison,
137,archives.bulbagarden.net/media/upload/thumb/7/72/0110Weezing.png/140px-0110Weezing.png,Weezing.png,Weezing,Poison,
138,archives.bulbagarden.net/media/upload/thumb/3/32/0110Weezing-Galar.png/140px-0110Weezing-Galar.png,Weezing-Galar.png,Weezing-Galar,Poison,Fairy
139,archives.bulbagarden.net/media/upload/thumb/7/7f/0111Rhyhorn.png/140px-0111Rhyhorn.png,Rhyhorn.png,Rhyhorn,Ground,Rock
140,archives.bulbagarden.net/media/upload/thumb/7/79/0112Rhydon.png/140px-0112Rhydon.png,Rhydon.png,Rhydon,Ground,Rock
141,archives.bulbagarden.net/media/upload/thumb/c/c0/0113Chansey.png/140px-0113Chansey.png,Chansey.png,Chansey,Normal,
142,archives.bulbagarden.net/media/upload/thumb/2/22/0114Tangela.png/140px-0114Tangela.png,Tangela.png,Tangela,Grass,
143,archives.bulbagarden.net/media/upload/thumb/e/e5/0115Kangaskhan.png/140px-0115Kangaskhan.png,Kangaskhan.png,Kangaskhan,Normal,
144,archives.bulbagarden.net/media/upload/thumb/1/14/0116Horsea.png/140px-0116Horsea.png,Horsea.png,Horsea,Water,
145,archives.bulbagarden.net/media/upload/thumb/2/22/0117Seadra.png/140px-0117Seadra.png,Seadra.png,Seadra,Water,
146,archives.bulbagarden.net/media/upload/thumb/b/b6/0118Goldeen.png/140px-0118Goldeen.png,Goldeen.png,Goldeen,Water,
147,archives.bulbagarden.net/media/upload/thumb/7/76/0119Seaking.png/140px-0119Seaking.png,Seaking.png,Seaking,Water,
148,archives.bulbagarden.net/media/upload/thumb/3/38/0120Staryu.png/140px-0120Staryu.png,Staryu.png,Staryu,Water,
149,archives.bulbagarden.net/media/upload/thumb/a/aa/0121Starmie.png/140px-0121Starmie.png,Starmie.png,Starmie,Water,Psychic
150,archives.bulbagarden.net/media/upload/thumb/f/fb/0122Mr._Mime.png/140px-0122Mr._Mime.png,Mr._Mime.png,Mr._Mime,Psychic,Fairy
151,archives.bulbagarden.net/media/upload/thumb/7/7c/0122Mr._Mime-Galar.png/140px-0122Mr._Mime-Galar.png,Mr._Mime-Galar.png,Mr._Mime-Galar,Ice,Psychic
152,archives.bulbagarden.net/media/upload/thumb/8/81/0123Scyther.png/140px-0123Scyther.png,Scyther.png,Scyther,Bug,Flying
153,archives.bulbagarden.net/media/upload/thumb/0/07/0124Jynx.png/140px-0124Jynx.png,Jynx.png,Jynx,Ice,Psychic
154,archives.bulbagarden.net/media/upload/thumb/5/5c/0125Electabuzz.png/140px-0125Electabuzz.png,Electabuzz.png,Electabuzz,Electric,
155,archives.bulbagarden.net/media/upload/thumb/7/72/0126Magmar.png/140px-0126Magmar.png,Magmar.png,Magmar,Fire,
156,archives.bulbagarden.net/media/upload/thumb/a/a9/0127Pinsir.png/140px-0127Pinsir.png,Pinsir.png,Pinsir,Bug,
157,archives.bulbagarden.net/media/upload/thumb/a/ad/0128Tauros.png/140px-0128Tauros.png,Tauros.png,Tauros,Normal,
158,archives.bulbagarden.net/media/upload/thumb/2/25/0128Tauros-Paldea_Combat.png/140px-0128Tauros-Paldea_Combat.png,Tauros-Paldea_Combat.png,Tauros-Paldea_Combat,Fighting,
159,archives.bulbagarden.net/media/upload/thumb/f/f5/0128Tauros-Paldea_Blaze.png/140px-0128Tauros-Paldea_Blaze.png,Tauros-Paldea_Blaze.png,Tauros-Paldea_Blaze,Fighting,Fire
160,archives.bulbagarden.net/media/upload/thumb/d/d9/0128Tauros-Paldea_Aqua.png/140px-0128Tauros-Paldea_Aqua.png,Tauros-Paldea_Aqua.png,Tauros-Paldea_Aqua,Fighting,Water
161,archives.bulbagarden.net/media/upload/thumb/d/d1/0129Magikarp.png/140px-0129Magikarp.png,Magikarp.png,Magikarp,Water,
162,archives.bulbagarden.net/media/upload/thumb/b/bc/0130Gyarados.png/140px-0130Gyarados.png,Gyarados.png,Gyarados,Water,Flying
163,archives.bulbagarden.net/media/upload/thumb/9/99/0131Lapras.png/140px-0131Lapras.png,Lapras.png,Lapras,Water,Ice
164,archives.bulbagarden.net/media/upload/thumb/2/25/0132Ditto.png/140px-0132Ditto.png,Ditto.png,Ditto,Normal,
165,archives.bulbagarden.net/media/upload/thumb/4/4c/0133Eevee.png/140px-0133Eevee.png,Eevee.png,Eevee,Normal,
166,archives.bulbagarden.net/media/upload/thumb/6/6d/0134Vaporeon.png/140px-0134Vaporeon.png,Vaporeon.png,Vaporeon,Water,
167,archives.bulbagarden.net/media/upload/thumb/e/e3/0135Jolteon.png/140px-0135Jolteon.png,Jolteon.png,Jolteon,Electric,
168,archives.bulbagarden.net/media/upload/thumb/f/f1/0136Flareon.png/140px-0136Flareon.png,Flareon.png,Flareon,Fire,
169,archives.bulbagarden.net/media/upload/thumb/8/8e/0137Porygon.png/140px-0137Porygon.png,Porygon.png,Porygon,Normal,
170,archives.bulbagarden.net/media/upload/thumb/e/e6/0138Omanyte.png/140px-0138Omanyte.png,Omanyte.png,Omanyte,Rock,Water
171,archives.bulbagarden.net/media/upload/thumb/6/66/0139Omastar.png/140px-0139Omastar.png,Omastar.png,Omastar,Rock,Water
172,archives.bulbagarden.net/media/upload/thumb/d/d2/0140Kabuto.png/140px-0140Kabuto.png,Kabuto.png,Kabuto,Rock,Water
173,archives.bulbagarden.net/media/upload/thumb/4/41/0141Kabutops.png/140px-0141Kabutops.png,Kabutops.png,Kabutops,Rock,Water
174,archives.bulbagarden.net/media/upload/thumb/2/2c/0142Aerodactyl.png/140px-0142Aerodactyl.png,Aerodactyl.png,Aerodactyl,Rock,Flying
175,archives.bulbagarden.net/media/upload/thumb/3/3f/0143Snorlax.png/140px-0143Snorlax.png,Snorlax.png,Snorlax,Normal,
176,archives.bulbagarden.net/media/upload/thumb/d/d0/0144Articuno.png/140px-0144Articuno.png,Articuno.png,Articuno,Ice,Flying
177,archives.bulbagarden.net/media/upload/thumb/5/5a/0144Articuno-Galar.png/140px-0144Articuno-Galar.png,Articuno-Galar.png,Articuno-Galar,Psychic,Flying
178,archives.bulbagarden.net/media/upload/thumb/c/c6/0145Zapdos.png/140px-0145Zapdos.png,Zapdos.png,Zapdos,Electric,Flying
179,archives.bulbagarden.net/media/upload/thumb/7/75/0145Zapdos-Galar.png/140px-0145Zapdos-Galar.png,Zapdos-Galar.png,Zapdos-Galar,Fighting,Flying
180,archives.bulbagarden.net/media/upload/thumb/2/21/0146Moltres.png/140px-0146Moltres.png,Moltres.png,Moltres,Fire,Flying
181,archives.bulbagarden.net/media/upload/thumb/e/e4/0146Moltres-Galar.png/140px-0146Moltres-Galar.png,Moltres-Galar.png,Moltres-Galar,Dark,Flying
182,archives.bulbagarden.net/media/upload/thumb/a/ae/0147Dratini.png/140px-0147Dratini.png,Dratini.png,Dratini,Dragon,
183,archives.bulbagarden.net/media/upload/thumb/0/0d/0148Dragonair.png/140px-0148Dragonair.png,Dragonair.png,Dragonair,Dragon,
184,archives.bulbagarden.net/media/upload/thumb/1/1c/0149Dragonite.png/140px-0149Dragonite.png,Dragonite.png,Dragonite,Dragon,Flying
185,archives.bulbagarden.net/media/upload/thumb/8/89/0150Mewtwo.png/140px-0150Mewtwo.png,Mewtwo.png,Mewtwo,Psychic,
186,archives.bulbagarden.net/media/upload/thumb/9/9a/0151Mew.png/140px-0151Mew.png,Mew.png,Mew,Psychic,
187,archives.bulbagarden.net/media/upload/thumb/b/bc/0152Chikorita.png/140px-0152Chikorita.png,Chikorita.png,Chikorita,Grass,
188,archives.bulbagarden.net/media/upload/thumb/8/85/0153Bayleef.png/140px-0153Bayleef.png,Bayleef.png,Bayleef,Grass,
